Level1,Level2,Level3,Level4,Federal,Total,Paper_ID,Top_Words1,Top_Topic1,KCluster
1990-1993,3,Efficient Pattern Recognition Using a New Transformation Distance,Nonlinear Image Interpolation using Manifold Learning,31.838,31.838,656,"[u'distance', u'tangent', u'set', u'transformations', u'two', u'image', u'linear', u'transformation', u'recognition', u'vectors']",[7],9
1990-1993,3,Efficient Pattern Recognition Using a New Transformation Distance,Adaptive Elastic Input Field for Recognition Improvement,31.838,31.838,656,"[u'distance', u'tangent', u'set', u'transformations', u'two', u'image', u'linear', u'transformation', u'recognition', u'vectors']",[7],9
2011-2014,4,Solving the multi-way matching problem by permutation synchronization,Permutation Diffusion Maps (PDM) with Application to the Image Association Problem in Computer Vision,0.0,41.5,4987,"[u'network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,4,Solving the multi-way matching problem by permutation synchronization,Normalized Spectral Map Synchronization,0.0,3.0,4987,"[u'network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,4,Solving the multi-way matching problem by permutation synchronization,On Valid Optimal Assignment Kernels and Applications to Graph Classification,0.0,25.5,4987,"[u'network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
1999-2002,5,Efficient Learning Equilibrium,New Criteria and a New Algorithm for Learning in Multi-Agent Systems,0.0,8.1,2147,"[u'linear', u'value', u'state', u'policy', u'function', u'factored', u'approximate', u'optimal', u'constraints', u'approximation']",[3],0
2002-2005,6,Efficient Learning Equilibrium,New Criteria and a New Algorithm for Learning in Multi-Agent Systems,0.0,0.3,2147,"[u'learning', u'model', u'game', u'algorithm', u'linear', u'model', u'data', u'latent', u'learning', u'models']","[6, 7]",0
2014-2017,7,Training Very Deep Networks,Tensor Switching Networks,0.0,0.0,5850,"[u'sampling', u'sgd', u'linear', u'dependence', u'sup', u'k22', u'convergence', u'convex', u'weighted', u'weights']",[3],2
1999-2002,8,PAC-Bayes & Margins,Tighter PAC-Bayes Bounds,0.0,1.1,2317,"[u'classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,8,PAC-Bayes & Margins,Dimensionality Dependent PAC-Bayes Margin Bound,0.0,3.6,2317,"[u'classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2002-2005,9,PAC-Bayes & Margins,Tighter PAC-Bayes Bounds,0.0,0.8,2317,"[u'data', u'learning', u'local', u'system', u'bound', u'margin', u'coordinates', u'using', u'global', u'given']",[2],4
2002-2005,9,PAC-Bayes & Margins,Dimensionality Dependent PAC-Bayes Margin Bound,0.0,0.0,2317,"[u'data', u'learning', u'local', u'system', u'bound', u'margin', u'coordinates', u'using', u'global', u'given']",[2],4
1993-1996,10,A model of transparent motion and non-transparent motion aftereffects,Distributional Population Codes and Multiple Motion Models,0.0,1.4,1025,"[u'motion', u'stage', u'units', u'direction', u'directions', u'transparent', u'model', u'two', u'unit', u'mae']",[0],7
2002-2005,11,AUC Optimization vs. Error Rate Minimization,Confidence Intervals for the Area Under the ROC Curve,0.0,1.0,2518,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,11,AUC Optimization vs. Error Rate Minimization,Reconciling Real Scores with Binary Comparisons: A New Logistic Based Model for Ranking,2.144,2.144,2518,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
1993-1996,12,An Input Output HMM Architecture,A Dynamic HMM for On-line Segmentation of Sequential Data,0.248,0.248,964,"[u'algorithm', u'state', u'problem', u'time', u'hidden', u'markov', u'models', u'mean', u'step', u'algorithms']",[2],2
1993-1996,12,An Input Output HMM Architecture,Diffusion of Credit in Markovian Models,0.12,0.12,964,"[u'algorithm', u'state', u'problem', u'time', u'hidden', u'markov', u'models', u'mean', u'step', u'algorithms']",[2],2
2008-2011,13,Tiled convolutional neural networks,ICA with Reconstruction Cost for Efficient Overcomplete Feature Learning,0.398,0.398,4136,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2008-2011,13,Tiled convolutional neural networks,Deep Learning of Invariant Features via Simulated Fixations in Video,0.466,0.466,4136,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2008-2011,13,Tiled convolutional neural networks,Noise-Enhanced Associative Memories,3.958,3.958,4136,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2008-2011,0,Non-stationary continuous dynamic Bayesian networks,Inter-time segment information sharing for non-homogeneous dynamic Bayesian networks,0.098,0.098,3687,"[u'model', u'time', u'network', u'data', u'change', u'genes', u'non', u'structure', u'bayesian', u'point']",[4],2
2014-2017,1,Information-theoretic lower bounds for convex optimization with erroneous oracles,Algorithms and matching lower bounds for approximately-convex optimization,0.245,0.245,5841,"[u'sampling', u'sgd', u'linear', u'dependence', u'sup', u'k22', u'convergence', u'convex', u'weighted', u'weights']",[3],2
2002-2005,2,Semi-Markov Conditional Random Fields for Information Extraction,Active Learning for Probabilistic Hypotheses Using the Maximum Gibbs Error Criterion,0.06,0.06,2648,"[u'features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2008-2011,3,Multi-Label Prediction via Sparse Infinite CCA,Reverse Multi-Label Learning,0.126,0.126,3673,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,3,Multi-Label Prediction via Sparse Infinite CCA,Submodular Multi-Label Learning,0.224,0.224,3673,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,4,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials,Algorithms for Learning Markov Field Policies,0.0,0.0,4296,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2008-2011,4,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials,Message Passing Inference for Large Scale Graphical Models with High Order Potentials,0.07,0.07,4296,"[u'image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2011-2014,5,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials,Algorithms for Learning Markov Field Policies,0.256,0.256,4296,"[u'class', u'object', u'visual', u'face', u'vol', u'viewpoint', u'objects', u'model', u'faces', u'cells']",[0],5
2011-2014,5,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials,Message Passing Inference for Large Scale Graphical Models with High Order Potentials,0.147,0.147,4296,"[u'class', u'object', u'visual', u'face', u'vol', u'viewpoint', u'objects', u'model', u'faces', u'cells']",[0],5
2008-2011,6,Stochastic convex optimization with bandit feedback,Finite Sample Convergence Rates of Zero-Order Stochastic Optimization Methods,0.816,0.816,4475,"[u'algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2008-2011,6,Stochastic convex optimization with bandit feedback,Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff,0.182,0.182,4475,"[u'algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2008-2011,6,Stochastic convex optimization with bandit feedback,Algorithms and matching lower bounds for approximately-convex optimization,0.071,0.071,4475,"[u'algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2011-2014,7,Stochastic convex optimization with bandit feedback,Finite Sample Convergence Rates of Zero-Order Stochastic Optimization Methods,0.0,0.8,4475,"[u'points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
2011-2014,7,Stochastic convex optimization with bandit feedback,Bandit Smooth Convex Optimization: Improving the Bias-Variance Tradeoff,4.271,4.271,4475,"[u'points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
2011-2014,7,Stochastic convex optimization with bandit feedback,Algorithms and matching lower bounds for approximately-convex optimization,5.0,5.0,4475,"[u'points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
2008-2011,8,AUC optimization and the two-sample problem,A More Powerful Two-Sample Test in High Dimensions using Random Projection,2.921,2.921,3838,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,9,Spectral methods for neural characterization using generalized quadratic models,Convolutional spike-triggered covariance analysis for neural subunit models,3.859,3.859,4993,"[u'rank', u'low', u'conditional', u'model', u'estimates', u'likelihood', u'gaussian', u'data', u'posterior', u'using']",[9],4
1990-1993,10,Threshold Network Learning in the Presence of Equivalences,Generalisation of A Class of Continuous Neural Networks,0.173,0.173,510,"[u'hidden', u'capacity', u'theorem', u'layer', u'dimension', u'networks', u'units', u'number', u'dvc', u'cover']",[9],8
1987-1990,11,Recognizing Hand-Printed Letters and Digits,Simulation of the Neocognitron on a CCD Parallel Processing Architecture,0.545,0.545,267,"[u'classifiers', u'training', u'classifier', u'network', u'classification', u'letter', u'tree', u'error', u'data', u'neural']",[4],1
1990-1993,12,VISIT: A Neural Model of Covert Visual Attention,Selective Attention for Handwritten Digit Recognition,0.519,0.519,551,"[u'network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
2008-2011,13,Sequence learning with hidden units in spiking neural networks,Homeostatic plasticity in Bayesian spiking networks as Expectation Maximization with posterior constraints,17.093,17.093,4383,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,13,Sequence learning with hidden units in spiking neural networks,Learning visual motion in recurrent neural networks,1.515,1.515,4383,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,13,Sequence learning with hidden units in spiking neural networks,Synaptic Sampling: A Bayesian Approach to Neural Network Plasticity and Rewiring,0.139,0.139,4383,"[u'data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,0,Sequence learning with hidden units in spiking neural networks,Homeostatic plasticity in Bayesian spiking networks as Expectation Maximization with posterior constraints,0.11,0.11,4383,"[u'decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
2011-2014,0,Sequence learning with hidden units in spiking neural networks,Learning visual motion in recurrent neural networks,0.755,0.755,4383,"[u'decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
2011-2014,0,Sequence learning with hidden units in spiking neural networks,Synaptic Sampling: A Bayesian Approach to Neural Network Plasticity and Rewiring,1.141,1.141,4383,"[u'decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
1996-1999,1,Regularisation in Sequential Learning Algorithms,Adaptive Classification by Variational Kalman Filtering,0.092,0.092,1464,"[u'data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1999-2002,2,Categorization by Learning and Combining Object Parts,Discriminating Deformable Shape Classes,0.268,0.268,2109,"[u'classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,3,Generalized Belief Propagation,High-temperature Expansions for Learning Models of Nonnegative Data,0.065,0.065,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
1999-2002,3,Generalized Belief Propagation,Active Information Retrieval,0.102,0.102,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
1999-2002,3,Generalized Belief Propagation,"TAP Gibbs Free Energy, Belief Propagation and Sparsity",0.388,0.388,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
1999-2002,3,Generalized Belief Propagation,The g Factor: Relating Distributions on Features to Distributions on Images,0.105,0.105,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
1999-2002,3,Generalized Belief Propagation,Local Algorithms for Approximate Inference in Minor-Excluded Graphs,3.12,3.12,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
1999-2002,3,Generalized Belief Propagation,Message Passing for Max-weight Independent Set,0.076,0.076,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
1999-2002,3,Generalized Belief Propagation,Minimization of Continuous Bethe Approximations: A Positive Variation,1.715,1.715,1832,"[u'learning', u'neuron', u'neurons', u'input', u'model', u'recurrent', u'excitatory', u'figure', u'time', u'synaptic']",[8],3
